,berry,blackberry,cherry,citrus,other,raspberry
87515,0,0,1,0,0,0
85777,0,0,0,0,1,0
116035,0,0,0,0,1,0
14238,0,0,0,0,1,0
123942,0,0,0,0,1,0
129350,0,0,0,0,1,0
40979,0,0,0,0,1,0
104490,0,0,0,0,1,0
107075,0,0,0,0,0,1
102463,0,0,0,0,1,0
40471,0,0,0,0,1,0
68057,1,0,0,0,0,0
44038,0,0,0,0,1,0
46757,0,0,0,1,0,0
78557,0,0,1,0,0,0
6987,0,0,0,0,1,0
70425,1,0,0,0,0,0
110353,0,0,0,0,1,0
62050,0,0,0,0,1,0
14041,0,0,0,0,0,1
81935,0,0,0,0,1,0
67991,0,0,0,0,1,0
119920,0,0,0,0,1,0
83229,0,0,0,0,1,0
122138,0,0,0,0,1,0
110969,0,0,0,0,1,0
56266,0,0,0,0,1,0
100036,0,0,0,0,1,0
64664,1,0,0,0,0,0
92632,0,0,0,0,1,0
122267,0,0,1,0,0,0
44123,1,0,0,0,0,0
54246,0,0,0,0,0,1
23573,0,0,0,0,1,0
14531,0,0,0,0,1,0
58443,0,0,0,0,1,0
91708,0,0,0,0,1,0
43896,1,0,0,0,0,0
66319,0,0,0,0,1,0
25918,1,0,0,0,0,0
60879,0,0,0,0,1,0
98272,0,0,0,0,1,0
104833,0,1,0,0,0,0
24374,0,1,0,0,0,0
71668,0,0,0,0,1,0
75217,0,0,0,0,1,0
95741,0,0,1,0,0,0
61493,0,0,0,1,0,0
32445,0,1,0,0,0,0
47463,0,0,0,0,1,0
31759,0,0,0,0,1,0
53430,0,0,1,0,0,0
10202,0,0,1,0,0,0
21092,0,0,0,0,1,0
65378,0,0,0,0,1,0
42209,0,0,0,0,1,0
93909,0,0,0,0,1,0
3968,0,0,0,0,1,0
46463,0,1,0,0,0,0
119541,0,0,0,0,1,0
2709,1,0,0,0,0,0
65596,0,0,1,0,0,0
74361,0,0,0,1,0,0
20690,0,0,0,0,1,0
2054,1,0,0,0,0,0
72741,0,0,0,0,1,0
102360,0,0,0,0,1,0
46319,0,0,0,0,0,1
55708,0,0,0,0,0,1
21448,0,0,0,0,1,0
71630,0,0,0,1,0,0
21517,1,0,0,0,0,0
49873,1,0,0,0,0,0
92902,1,0,0,0,0,0
70142,1,0,0,0,0,0
106097,0,0,1,0,0,0
59335,0,0,0,0,1,0
5073,0,0,0,1,0,0
43041,0,0,0,0,1,0
42165,0,0,0,0,1,0
2264,0,1,0,0,0,0
18509,1,0,0,0,0,0
8235,0,0,1,0,0,0
74591,0,0,0,0,1,0
104810,0,0,1,0,0,0
32757,0,0,1,0,0,0
1770,0,0,0,0,1,0
33078,0,0,0,0,1,0
57342,1,0,0,0,0,0
112783,0,0,0,0,1,0
35032,0,1,0,0,0,0
66566,1,0,0,0,0,0
80837,0,0,0,0,1,0
54874,0,1,0,0,0,0
39154,0,0,1,0,0,0
83020,0,0,0,1,0,0
43603,0,0,0,1,0,0
98145,0,0,0,0,1,0
129829,0,0,1,0,0,0
16512,0,0,0,0,1,0
126604,0,0,0,0,1,0
4088,0,0,0,0,1,0
40783,0,0,0,0,1,0
43505,0,0,0,0,0,1
86370,0,0,0,0,1,0
67362,0,0,1,0,0,0
18873,1,0,0,0,0,0
21977,0,0,1,0,0,0
22657,0,0,0,1,0,0
81340,1,0,0,0,0,0
68526,0,0,1,0,0,0
85556,0,0,0,0,1,0
1812,0,0,0,0,1,0
82822,0,0,0,0,0,1
46089,0,0,0,0,1,0
48485,0,0,0,0,0,1
42641,0,0,0,0,1,0
99603,0,0,1,0,0,0
98076,0,0,1,0,0,0
19085,0,0,0,0,1,0
106307,0,0,1,0,0,0
18657,0,1,0,0,0,0
97265,0,0,0,0,1,0
90383,0,0,0,0,1,0
39161,1,0,0,0,0,0
42610,0,0,1,0,0,0
104925,0,0,0,0,1,0
40119,0,1,0,0,0,0
63604,0,0,0,1,0,0
21957,1,0,0,0,0,0
81907,0,0,0,0,1,0
40246,0,0,1,0,0,0
67861,0,0,0,0,1,0
85816,0,0,0,1,0,0
25845,0,0,0,0,1,0
107806,1,0,0,0,0,0
49032,0,0,0,1,0,0
28249,0,0,0,0,1,0
61523,0,0,0,0,1,0
112209,0,0,0,0,1,0
34746,0,0,0,1,0,0
124719,0,0,0,1,0,0
28311,0,0,0,0,1,0
7737,1,0,0,0,0,0
99435,0,0,0,0,1,0
7058,0,0,0,0,1,0
32855,0,0,0,0,1,0
100234,0,0,0,0,1,0
11778,1,0,0,0,0,0
75190,0,0,0,0,1,0
37231,0,0,0,0,1,0
86293,0,0,1,0,0,0
88803,0,0,0,0,1,0
53063,1,0,0,0,0,0
13653,0,0,0,0,1,0
82890,0,0,0,1,0,0
31265,0,0,0,1,0,0
83242,0,0,0,0,1,0
122458,0,0,0,0,1,0
104365,1,0,0,0,0,0
49225,0,0,0,1,0,0
125478,0,0,1,0,0,0
93484,0,0,0,0,1,0
46773,0,0,0,0,1,0
57097,0,0,1,0,0,0
50962,0,0,0,0,1,0
77542,0,0,0,0,1,0
93262,0,0,0,0,1,0
13845,0,0,0,0,1,0
36348,0,0,0,1,0,0
76053,0,0,0,0,1,0
14019,0,0,0,0,1,0
49332,0,0,0,0,0,1
80935,0,0,0,0,1,0
91868,0,0,0,0,1,0
25709,1,0,0,0,0,0
117854,0,0,0,0,1,0
102381,0,0,1,0,0,0
16723,0,0,0,0,1,0
3478,1,0,0,0,0,0
56288,0,1,0,0,0,0
47344,1,0,0,0,0,0
5330,0,0,0,0,1,0
117720,0,0,1,0,0,0
126364,0,0,0,0,1,0
98592,0,0,1,0,0,0
88253,0,0,1,0,0,0
43521,0,0,0,0,1,0
90077,0,0,0,1,0,0
107977,0,0,0,1,0,0
13314,0,0,0,0,1,0
119034,0,0,1,0,0,0
101182,0,0,1,0,0,0
119648,0,0,1,0,0,0
72384,0,0,1,0,0,0
34535,0,0,0,1,0,0
39638,0,0,0,1,0,0
76648,0,0,1,0,0,0
31410,0,0,1,0,0,0
73056,0,0,1,0,0,0
53247,1,0,0,0,0,0
76314,0,0,0,1,0,0
94539,0,0,0,0,1,0
17708,1,0,0,0,0,0
81448,1,0,0,0,0,0
40781,0,0,0,0,1,0
46630,0,1,0,0,0,0
54295,0,0,1,0,0,0
9639,0,0,0,0,1,0
28186,0,0,1,0,0,0
37028,0,0,0,0,1,0
121039,0,0,0,1,0,0
77570,0,0,0,0,1,0
31938,0,0,1,0,0,0
52244,0,0,0,0,1,0
41374,0,0,1,0,0,0
19135,0,0,0,0,1,0
6750,0,0,1,0,0,0
113101,0,1,0,0,0,0
66522,0,0,1,0,0,0
19805,0,0,0,0,1,0
123924,0,0,0,0,1,0
94068,1,0,0,0,0,0
18765,0,0,1,0,0,0
13867,1,0,0,0,0,0
16670,0,0,0,1,0,0
90631,0,0,0,0,0,1
128249,0,0,0,0,1,0
71193,0,1,0,0,0,0
2758,0,0,1,0,0,0
64799,0,0,1,0,0,0
14727,0,0,0,1,0,0
36792,0,0,0,0,1,0
97301,0,0,0,0,1,0
69054,0,0,0,0,1,0
26491,0,0,0,0,1,0
108151,0,0,0,0,1,0
66814,0,0,0,0,1,0
42426,0,0,1,0,0,0
111677,0,0,1,0,0,0
38679,0,0,0,1,0,0
36663,0,0,1,0,0,0
62281,0,0,0,0,1,0
120087,0,0,0,0,1,0
78548,0,0,1,0,0,0
67198,0,0,0,0,0,1
33021,1,0,0,0,0,0
99044,0,0,0,0,1,0
129837,0,0,0,0,1,0
6809,1,0,0,0,0,0
89145,1,0,0,0,0,0
8586,0,0,0,0,1,0
37922,0,0,1,0,0,0
69699,0,0,0,0,0,1
8849,1,0,0,0,0,0
3676,0,0,0,0,1,0
69864,0,0,0,0,1,0
1492,0,0,1,0,0,0
10615,0,0,0,0,1,0
21069,0,0,0,0,1,0
264,0,0,1,0,0,0
110967,0,0,0,0,1,0
1255,0,0,0,0,1,0
94616,0,0,0,1,0,0
49466,1,0,0,0,0,0
13267,0,0,1,0,0,0
18041,1,0,0,0,0,0
48677,0,0,0,0,1,0
116194,0,0,0,0,1,0
50565,0,0,0,1,0,0
117378,0,0,1,0,0,0
65648,0,0,0,0,1,0
76175,0,0,0,0,0,1
48006,0,0,0,0,1,0
85630,0,0,0,0,1,0
94516,0,0,1,0,0,0
117496,0,0,0,0,1,0
109784,0,0,0,0,1,0
27800,0,0,0,0,1,0
53835,0,0,0,0,1,0
37894,0,0,0,0,1,0
72667,0,0,0,1,0,0
35332,0,0,0,0,1,0
126155,0,0,1,0,0,0
93841,0,0,0,0,1,0
127617,0,0,0,0,1,0
90072,1,0,0,0,0,0
115465,0,0,1,0,0,0
90573,0,0,0,1,0,0
79736,0,0,0,0,0,1
122943,0,0,0,1,0,0
38470,0,0,0,1,0,0
35227,0,0,1,0,0,0
39151,0,0,0,0,1,0
122877,0,1,0,0,0,0
28898,1,0,0,0,0,0
30499,0,0,0,0,1,0
1091,0,0,0,0,1,0
712,0,0,1,0,0,0
101169,0,0,0,0,1,0
127505,0,0,0,1,0,0
28785,0,0,0,0,0,1
101117,0,1,0,0,0,0
60358,0,1,0,0,0,0
5144,1,0,0,0,0,0
26147,0,0,0,0,1,0
114627,1,0,0,0,0,0
104080,0,0,0,0,1,0
5854,0,0,0,0,1,0
73296,0,0,1,0,0,0
28729,0,0,0,0,0,1
83405,0,0,1,0,0,0
36750,0,0,1,0,0,0
58750,0,0,0,1,0,0
110856,0,0,0,1,0,0
109509,0,1,0,0,0,0
65570,0,0,0,0,1,0
14613,0,0,1,0,0,0
11657,0,0,0,0,1,0
27448,0,0,0,1,0,0
20433,0,0,0,0,1,0
127616,0,0,0,0,1,0
75550,0,0,0,0,1,0
97405,0,0,0,0,1,0
113172,0,0,0,0,1,0
114899,0,0,0,0,1,0
14298,0,0,0,0,1,0
60517,0,0,0,0,1,0
31729,0,0,1,0,0,0
65102,0,1,0,0,0,0
22817,1,0,0,0,0,0
49140,0,0,0,0,1,0
48472,0,0,0,0,1,0
73258,0,0,0,0,1,0
78716,0,0,1,0,0,0
94519,0,0,1,0,0,0
20675,0,1,0,0,0,0
3050,0,0,1,0,0,0
49439,0,0,0,1,0,0
23132,0,1,0,0,0,0
37885,0,0,0,0,1,0
8751,0,0,0,0,1,0
42955,0,0,1,0,0,0
90890,0,0,0,0,1,0
41789,0,0,0,0,1,0
65673,0,0,0,0,1,0
48969,0,0,0,1,0,0
93205,1,0,0,0,0,0
42570,0,0,0,1,0,0
28492,0,0,1,0,0,0
105082,0,0,1,0,0,0
88354,0,0,1,0,0,0
49397,1,0,0,0,0,0
120439,0,0,0,0,1,0
118182,0,0,1,0,0,0
31517,0,0,0,0,1,0
83894,0,0,1,0,0,0
9543,0,0,0,0,1,0
2436,0,0,0,0,1,0
29491,0,0,0,0,1,0
47811,0,0,1,0,0,0
46869,0,0,1,0,0,0
116471,0,0,1,0,0,0
91344,1,0,0,0,0,0
124189,0,0,0,1,0,0
67582,0,0,0,0,0,1
40337,0,0,1,0,0,0
112520,0,0,0,0,1,0
71825,0,0,0,0,1,0
52862,0,0,1,0,0,0
122400,0,0,0,0,1,0
114641,1,0,0,0,0,0
923,0,0,0,0,1,0
6527,0,0,0,0,1,0
22976,1,0,0,0,0,0
15661,0,0,0,1,0,0
27869,0,0,0,1,0,0
17219,0,0,0,0,1,0
114874,1,0,0,0,0,0
34038,0,0,0,1,0,0
103163,0,0,0,0,1,0
102088,0,0,1,0,0,0
114326,0,0,0,1,0,0
24006,0,0,1,0,0,0
26846,1,0,0,0,0,0
47273,1,0,0,0,0,0
33774,0,0,0,0,1,0
71584,0,0,1,0,0,0
19161,0,1,0,0,0,0
43222,0,0,0,0,1,0
85605,0,0,0,1,0,0
41279,0,0,0,0,1,0
122762,1,0,0,0,0,0
39134,0,0,0,1,0,0
99670,0,0,0,0,1,0
99225,1,0,0,0,0,0
25013,0,0,0,0,1,0
95397,0,0,1,0,0,0
23420,0,0,0,0,1,0
9986,0,1,0,0,0,0
8935,1,0,0,0,0,0
75362,0,0,0,0,1,0
103332,0,0,0,0,1,0
30060,0,0,0,0,1,0
124958,0,0,0,0,1,0
966,0,0,0,0,1,0
18000,0,0,0,0,0,1
54706,0,0,0,0,1,0
5399,0,1,0,0,0,0
66906,0,0,0,0,1,0
36837,0,0,0,0,0,1
1170,0,0,0,1,0,0
68979,0,0,0,0,1,0
123662,0,0,0,0,1,0
8543,0,0,0,0,1,0
33244,0,0,0,0,1,0
11893,1,0,0,0,0,0
104070,0,1,0,0,0,0
9983,0,0,0,0,1,0
7796,0,1,0,0,0,0
98661,0,0,0,0,1,0
110568,0,1,0,0,0,0
53340,0,0,1,0,0,0
84061,1,0,0,0,0,0
28864,0,0,0,0,1,0
51923,0,0,1,0,0,0
45690,0,0,0,0,1,0
1507,0,0,0,0,1,0
123655,0,0,0,0,1,0
16922,0,0,1,0,0,0
120391,0,0,0,0,1,0
35359,0,0,0,0,1,0
123636,1,0,0,0,0,0
92037,0,0,0,0,1,0
128486,0,0,0,0,1,0
22898,0,0,1,0,0,0
21513,0,0,0,0,1,0
8362,0,1,0,0,0,0
91339,0,0,0,0,1,0
36952,1,0,0,0,0,0
28567,0,0,0,0,1,0
91358,0,0,0,0,1,0
118977,0,0,0,0,1,0
41027,1,0,0,0,0,0
11056,0,0,0,0,0,1
29630,0,0,0,0,1,0
119669,0,0,0,0,0,1
129841,0,0,0,0,1,0
38161,0,1,0,0,0,0
3557,1,0,0,0,0,0
116260,0,0,0,0,1,0
81726,1,0,0,0,0,0
52897,0,0,0,0,1,0
81589,0,0,1,0,0,0
24092,1,0,0,0,0,0
89490,0,0,0,0,1,0
41780,0,0,0,0,1,0
50741,0,0,0,1,0,0
112991,0,0,0,0,1,0
128680,0,1,0,0,0,0
115416,0,0,0,0,1,0
87979,0,0,0,0,1,0
69200,0,0,0,0,1,0
6292,0,0,0,0,0,1
55392,0,0,0,0,1,0
82123,0,0,0,0,1,0
119106,1,0,0,0,0,0
71573,0,0,0,0,1,0
55024,1,0,0,0,0,0
37557,0,0,1,0,0,0
65174,0,0,0,0,1,0
66978,1,0,0,0,0,0
110903,1,0,0,0,0,0
6290,1,0,0,0,0,0
44684,1,0,0,0,0,0
46872,0,0,0,0,1,0
56197,0,0,0,0,1,0
80087,0,0,0,0,1,0
27838,0,0,0,0,1,0
64671,0,0,1,0,0,0
109378,0,0,0,0,1,0
3479,1,0,0,0,0,0
107516,1,0,0,0,0,0
87336,0,0,0,1,0,0
34305,0,0,0,0,1,0
59322,0,0,0,1,0,0
35433,0,0,0,0,1,0
125693,0,0,1,0,0,0
72488,0,0,1,0,0,0
84457,0,0,0,0,1,0
26324,0,0,0,0,1,0
126548,0,0,0,0,1,0
128238,0,0,0,0,1,0
69501,0,0,0,0,1,0
18331,0,0,0,0,1,0
84919,1,0,0,0,0,0
3253,0,0,1,0,0,0
44147,1,0,0,0,0,0
44301,0,0,0,0,1,0
108327,0,0,0,0,1,0
35846,0,0,0,0,1,0
34074,0,0,0,0,1,0
1315,0,0,0,0,0,1
69554,1,0,0,0,0,0
50766,0,0,0,0,1,0
8114,0,0,1,0,0,0
90772,0,0,1,0,0,0
83090,0,0,0,0,1,0
90237,0,0,0,0,1,0
74416,0,0,0,0,1,0
478,0,0,0,1,0,0
126419,0,0,0,0,1,0
37076,0,1,0,0,0,0
108175,0,0,0,0,1,0
104408,0,0,0,0,1,0
82927,1,0,0,0,0,0
53924,0,0,0,0,1,0
92941,0,0,0,0,1,0
119535,0,1,0,0,0,0
68039,0,0,1,0,0,0
4684,0,0,0,0,1,0
124732,1,0,0,0,0,0
78464,0,0,0,0,1,0
48102,0,0,0,0,1,0
3242,1,0,0,0,0,0
106317,0,0,1,0,0,0
59290,0,0,0,0,1,0
80676,0,0,0,0,1,0
777,0,0,0,0,1,0
45356,0,0,0,0,1,0
82242,1,0,0,0,0,0
93886,0,0,0,0,1,0
91721,0,0,0,1,0,0
6175,0,1,0,0,0,0
37926,1,0,0,0,0,0
107256,0,0,0,0,1,0
113477,0,0,1,0,0,0
100593,0,0,1,0,0,0
111143,0,0,0,0,1,0
96040,0,0,0,0,1,0
126476,0,0,1,0,0,0
106955,0,0,0,0,1,0
16319,0,0,0,0,0,1
80728,0,0,1,0,0,0
62374,0,0,0,1,0,0
44542,0,0,0,0,1,0
117668,0,0,0,0,1,0
87565,0,0,0,0,1,0
57421,0,0,0,1,0,0
111577,1,0,0,0,0,0
23325,1,0,0,0,0,0
89650,0,0,0,0,1,0
92273,0,1,0,0,0,0
18749,0,0,0,0,1,0
114343,0,0,0,1,0,0
10970,0,1,0,0,0,0
35365,0,0,0,0,1,0
16594,0,0,0,0,1,0
29973,0,0,1,0,0,0
43062,0,0,0,1,0,0
127802,0,0,0,0,1,0
39,1,0,0,0,0,0
5562,0,0,0,0,1,0
34158,1,0,0,0,0,0
101643,0,0,0,0,0,1
3041,0,0,0,0,1,0
43795,0,0,1,0,0,0
33567,0,0,0,0,0,1
95814,0,0,0,0,1,0
93941,0,0,0,1,0,0
117160,0,1,0,0,0,0
45481,0,0,1,0,0,0
94107,0,0,0,0,0,1
62328,0,0,0,0,1,0
35054,0,0,0,0,1,0
26743,0,0,0,0,1,0
72192,0,0,0,0,0,1
92598,0,0,0,0,1,0
58037,0,0,0,0,1,0
31467,0,0,0,0,1,0
39575,1,0,0,0,0,0
108386,0,0,0,0,1,0
24572,0,0,0,0,1,0
81660,0,0,1,0,0,0
99535,1,0,0,0,0,0
76881,0,0,1,0,0,0
49152,0,0,1,0,0,0
2579,1,0,0,0,0,0
35859,0,0,0,0,1,0
44525,0,0,0,0,1,0
59939,0,0,0,0,1,0
48769,0,0,1,0,0,0
62843,0,0,0,0,1,0
96702,1,0,0,0,0,0
3897,1,0,0,0,0,0
113727,0,0,0,0,0,1
30406,0,0,0,0,1,0
3325,0,0,1,0,0,0
11525,0,0,1,0,0,0
99223,0,0,0,0,1,0
98414,1,0,0,0,0,0
6138,0,0,0,0,0,1
47104,0,0,0,0,1,0
91144,0,0,1,0,0,0
44596,0,0,1,0,0,0
99048,0,0,0,0,1,0
46711,0,0,1,0,0,0
97205,0,0,1,0,0,0
92770,0,0,0,1,0,0
36076,0,0,0,0,1,0
2735,0,0,0,0,1,0
67873,0,1,0,0,0,0
120150,0,0,0,0,1,0
129634,0,0,0,0,0,1
107221,1,0,0,0,0,0
106143,0,0,0,0,1,0
73447,0,0,0,0,1,0
112283,0,0,0,0,1,0
79938,0,0,0,0,1,0
27897,0,0,0,1,0,0
6411,1,0,0,0,0,0
115785,0,0,0,0,1,0
124032,0,0,0,0,1,0
109060,0,0,0,0,1,0
100661,0,0,0,0,1,0
117753,1,0,0,0,0,0
118306,0,0,0,1,0,0
129825,1,0,0,0,0,0
50092,0,0,0,0,0,1
78231,0,1,0,0,0,0
22034,0,0,0,0,1,0
118579,0,0,1,0,0,0
77768,0,0,0,0,1,0
43900,0,0,0,0,1,0
108543,0,0,0,0,1,0
64611,0,1,0,0,0,0
65862,0,0,0,0,1,0
5827,1,0,0,0,0,0
15530,0,0,0,0,1,0
31962,0,0,0,0,1,0
46985,0,0,0,0,1,0
113895,0,0,0,1,0,0
76767,0,0,0,1,0,0
8936,0,0,1,0,0,0
18686,0,0,0,1,0,0
92482,0,1,0,0,0,0
8827,0,0,1,0,0,0
30597,0,0,0,0,1,0
79482,0,0,0,0,1,0
126757,0,0,0,1,0,0
66182,0,0,1,0,0,0
24824,0,0,0,0,1,0
99755,0,0,0,1,0,0
122592,0,1,0,0,0,0
52951,0,0,1,0,0,0
90406,1,0,0,0,0,0
29414,0,0,1,0,0,0
48816,0,0,1,0,0,0
7291,0,0,0,0,1,0
39590,0,0,0,0,0,1
82704,0,0,0,0,1,0
100645,1,0,0,0,0,0
29937,0,0,0,0,1,0
29530,0,0,0,0,1,0
26816,0,0,0,0,1,0
87842,0,0,1,0,0,0
107343,1,0,0,0,0,0
18078,0,0,0,0,1,0
20330,0,0,0,1,0,0
33735,0,0,0,1,0,0
47317,0,0,0,0,1,0
1768,1,0,0,0,0,0
12361,0,0,0,1,0,0
33707,0,0,0,0,1,0
59334,0,1,0,0,0,0
44236,0,0,0,0,1,0
48074,0,0,0,0,1,0
103349,0,0,1,0,0,0
85101,1,0,0,0,0,0
11614,0,0,0,0,1,0
121806,0,0,1,0,0,0
7959,0,0,0,0,1,0
83387,0,0,1,0,0,0
72839,0,0,0,0,1,0
92932,0,0,1,0,0,0
84311,0,0,0,0,1,0
74148,0,0,0,0,0,1
37245,0,1,0,0,0,0
84455,0,0,0,1,0,0
65132,0,0,1,0,0,0
10890,0,0,0,0,1,0
15742,1,0,0,0,0,0
38556,0,0,0,1,0,0
111404,1,0,0,0,0,0
30381,1,0,0,0,0,0
129578,1,0,0,0,0,0
22803,0,0,0,0,1,0
41749,0,0,0,1,0,0
121704,0,0,0,0,1,0
4969,0,0,0,0,1,0
39964,0,1,0,0,0,0
63417,0,0,0,0,1,0
71583,1,0,0,0,0,0
9541,1,0,0,0,0,0
13964,0,0,0,0,1,0
95506,0,0,0,0,0,1
90130,0,0,0,0,0,1
29869,0,0,0,0,1,0
123315,0,0,0,0,1,0
62169,0,0,0,0,1,0
118511,0,0,0,0,0,1
98009,0,0,0,0,1,0
1230,0,0,0,1,0,0
89202,0,0,0,0,1,0
127120,0,0,0,0,1,0
86899,0,0,0,0,1,0
86420,0,0,0,0,1,0
100703,0,0,0,0,1,0
22445,1,0,0,0,0,0
66976,0,0,1,0,0,0
106000,0,1,0,0,0,0
15359,0,0,1,0,0,0
112580,0,0,0,0,1,0
113203,0,0,1,0,0,0
64537,0,1,0,0,0,0
58814,0,0,0,0,0,1
86406,0,0,0,1,0,0
61655,0,0,0,1,0,0
14107,0,0,1,0,0,0
100454,0,0,1,0,0,0
48662,0,0,1,0,0,0
127856,0,0,0,0,1,0
90591,0,0,0,0,1,0
127281,0,0,0,0,1,0
77528,0,0,0,0,0,1
114918,0,0,0,0,1,0
123864,0,0,0,0,0,1
53571,0,0,0,1,0,0
4881,0,0,1,0,0,0
111478,0,0,1,0,0,0
95524,0,0,0,0,1,0
6367,0,0,1,0,0,0
43389,0,0,0,0,1,0
21476,0,0,0,0,1,0
104140,0,0,0,1,0,0
129907,0,0,0,0,1,0
112055,0,0,0,0,1,0
58183,0,0,1,0,0,0
22358,0,0,0,0,1,0
81525,0,0,0,0,1,0
51789,0,0,0,0,1,0
14007,0,0,0,1,0,0
58675,0,0,0,0,1,0
44161,0,1,0,0,0,0
75011,0,0,0,0,1,0
42896,1,0,0,0,0,0
18396,0,0,0,1,0,0
3808,1,0,0,0,0,0
46449,0,0,0,0,1,0
68065,0,0,1,0,0,0
80284,0,0,0,0,1,0
17164,1,0,0,0,0,0
86867,0,0,0,0,0,1
98346,0,0,1,0,0,0
6152,1,0,0,0,0,0
26168,0,0,0,0,1,0
51994,0,1,0,0,0,0
22630,0,0,0,0,0,1
122964,1,0,0,0,0,0
111830,0,0,1,0,0,0
65201,0,0,0,0,1,0
113592,0,0,1,0,0,0
69819,0,0,0,0,1,0
59845,0,0,0,0,1,0
99762,1,0,0,0,0,0
28086,0,0,0,0,1,0
38601,0,0,1,0,0,0
56301,0,0,0,0,1,0
109702,0,0,0,0,1,0
91635,0,0,0,0,1,0
120055,0,0,1,0,0,0
116893,0,0,0,0,1,0
28354,0,0,0,0,1,0
12681,0,0,0,0,1,0
31037,0,0,0,0,1,0
47272,0,0,0,0,1,0
40952,0,0,0,0,1,0
2182,0,0,1,0,0,0
86618,0,0,0,1,0,0
19183,0,0,0,0,1,0
58577,0,0,0,0,1,0
48315,0,1,0,0,0,0
109665,0,0,0,0,1,0
34276,0,0,0,0,0,1
95048,0,0,0,0,1,0
51475,0,0,0,0,1,0
67709,0,0,0,1,0,0
37205,0,0,0,0,1,0
126638,0,0,0,0,1,0
121126,0,0,0,1,0,0
69884,0,0,0,0,0,1
4817,0,0,0,0,1,0
34400,0,0,1,0,0,0
96234,1,0,0,0,0,0
110558,0,0,0,1,0,0
61062,0,0,0,1,0,0
28817,0,0,0,0,1,0
22877,0,0,0,0,1,0
24534,0,0,0,0,1,0
78005,0,0,0,0,1,0
33165,0,0,0,0,1,0
65384,0,0,0,0,1,0
13228,0,0,0,0,1,0
71702,0,0,1,0,0,0
82070,0,0,0,0,1,0
76956,0,1,0,0,0,0
70090,0,0,0,0,1,0
129850,0,0,1,0,0,0
73188,1,0,0,0,0,0
105574,0,0,0,0,1,0
122037,0,0,0,0,1,0
17380,0,0,0,0,1,0
75895,0,0,0,0,1,0
37150,0,0,0,0,1,0
47090,0,0,0,0,1,0
92472,0,0,0,0,1,0
76526,0,0,0,0,1,0
53336,0,0,0,0,1,0
52574,0,0,0,0,1,0
95681,0,1,0,0,0,0
116305,0,0,0,0,0,1
18567,0,0,0,1,0,0
85524,0,0,0,0,0,1
83640,0,0,0,0,1,0
89554,0,0,0,1,0,0
73284,0,0,1,0,0,0
105411,0,0,0,1,0,0
120583,0,0,1,0,0,0
2319,0,0,0,0,0,1
77636,0,0,0,1,0,0
129919,0,0,0,0,1,0
64730,0,0,1,0,0,0
42151,0,1,0,0,0,0
14185,0,0,0,0,1,0
64738,0,0,1,0,0,0
61864,0,1,0,0,0,0
64195,0,0,0,0,1,0
75548,0,0,0,0,1,0
83058,1,0,0,0,0,0
13614,0,0,1,0,0,0
43277,0,0,0,0,1,0
2516,0,0,0,0,0,1
99888,0,0,0,0,1,0
39439,0,0,1,0,0,0
1570,0,0,1,0,0,0
69454,0,0,1,0,0,0
18122,0,0,0,0,1,0
99221,1,0,0,0,0,0
76321,0,0,0,0,1,0
128560,0,0,1,0,0,0
120642,0,0,1,0,0,0
41023,1,0,0,0,0,0
83842,0,0,0,0,1,0
49764,0,0,1,0,0,0
109808,0,0,0,0,1,0
41438,0,0,0,0,1,0
1928,0,0,0,0,1,0
291,0,0,1,0,0,0
47979,0,0,0,1,0,0
103997,0,0,0,0,1,0
50144,0,0,0,0,1,0
77389,0,0,1,0,0,0
83341,1,0,0,0,0,0
99211,0,0,1,0,0,0
92683,0,0,0,0,1,0
114253,0,0,0,0,1,0
24390,0,0,0,0,1,0
59705,0,0,1,0,0,0
106615,1,0,0,0,0,0
107960,1,0,0,0,0,0
117604,0,0,0,0,1,0
6423,0,0,0,0,1,0
52059,0,0,0,0,1,0
124136,0,0,0,0,1,0
42134,0,0,0,0,1,0
72558,0,0,0,0,1,0
15199,0,1,0,0,0,0
41066,0,0,0,0,1,0
51230,0,0,0,0,1,0
17524,0,0,0,0,1,0
42904,0,0,0,0,0,1
50815,0,1,0,0,0,0
36874,0,0,0,0,1,0
31878,1,0,0,0,0,0
49906,0,0,0,0,1,0
57639,0,0,0,0,1,0
51262,0,0,0,0,0,1
112784,0,1,0,0,0,0
100376,0,0,1,0,0,0
13379,1,0,0,0,0,0
95592,0,0,0,0,0,1
7306,0,0,0,1,0,0
99717,1,0,0,0,0,0
103888,1,0,0,0,0,0
117242,0,0,0,0,1,0
24605,0,0,0,0,1,0
67377,0,0,0,0,1,0
116319,0,0,1,0,0,0
30633,0,0,1,0,0,0
111523,0,0,0,0,1,0
24359,0,0,0,1,0,0
102133,0,0,1,0,0,0
40418,1,0,0,0,0,0
79960,0,0,0,0,1,0
129839,1,0,0,0,0,0
114721,0,0,0,0,0,1
78135,0,0,0,0,1,0
62696,0,0,0,0,1,0
93538,0,0,0,0,1,0
16579,0,0,0,0,1,0
65902,0,0,0,0,1,0
68181,0,0,1,0,0,0
79523,0,0,0,0,1,0
34641,0,0,0,0,0,1
122127,0,0,0,0,1,0
31290,0,0,0,0,1,0
40234,0,0,0,0,1,0
44669,0,0,1,0,0,0
86320,0,1,0,0,0,0
61534,0,0,0,1,0,0
18285,1,0,0,0,0,0
21176,0,0,0,0,1,0
